Pincode,QWIK GNG.,Del Serv.,Shadowfax Serv.,Bluedart Serv,Qwik HD.,Del HD.,City,State,Zone,GNG P1,HD P1
227801,InActive,NSZ,InActive,Active,Active,NSZ,MUSAFIRKHANA Taluk,Uttar Pradesh,NORTH,SC28,SC28
227805,InActive,Active,InActive,Active,InActive,Active,MUSAFIRKHANA,Uttar Pradesh,NORTH,SC28,SC28
227806,InActive,Active,InActive,InActive,Active,Active,MUSAFIRKHANA,Uttar Pradesh,NORTH,SC28,SC28
227807,InActive,Active,InActive,InActive,Active,Active,GAURIGANJ,Uttar Pradesh,NORTH,SC28,SC28
227808,InActive,Active,InActive,Active,InActive,Active,SULTANPUR,Uttar Pradesh,NORTH,SC28,SC28
227809,InActive,Active,InActive,Active,Active,Active,TILOI,Uttar Pradesh,NORTH,SC28,SC28
227811,InActive,Active,InActive,InActive,Active,Active,HAIDARGARH,Uttar Pradesh,NORTH,SC28,SC28
227812,InActive,Active,InActive,Active,Active,Active,SULTANPUR,Uttar Pradesh,NORTH,SC28,SC28
227813,InActive,NSZ,InActive,Active,Active,NSZ,MUSAFIRKHANA Taluk,Uttar Pradesh,NORTH,SC28,SC28
227814,Active,Active,InActive,InActive,Active,Active,AINJAR,Uttar Pradesh,NORTH,SC28,SC28
227815,InActive,Active,Active,InActive,Active,Active,MILKIPUR,Uttar Pradesh,NORTH,SC28,SC28
227816,InActive,Active,InActive,InActive,Active,Active,TILOI,Uttar Pradesh,NORTH,SC28,SC28
227817,InActive,Active,InActive,Active,Active,Active,TILOI,Uttar Pradesh,NORTH,SC28,SC28
228001,InActive,Active,Active,Active,Active,Active,SULTANPUR,Uttar Pradesh,NORTH,SC28,SC28
228118,InActive,Active,InActive,Active,Active,Active,SULTANPUR,Uttar Pradesh,NORTH,SC28,SC28
228119,InActive,Active,InActive,Active,Active,Active,SULTANPUR,Uttar Pradesh,NORTH,SC28,SC28
228120,InActive,Active,InActive,InActive,Active,Active,LAMBHUA,Uttar Pradesh,NORTH,SC28,SC28
228121,Active,Active,InActive,InActive,Active,Active,AINJAR,Uttar Pradesh,NORTH,SC28,SC28
228125,Active,Active,Active,Active,Active,Active,KUREBHAR,Uttar Pradesh,NORTH,SC28,SC28
228131,InActive,Active,InActive,InActive,InActive,Active,KADIPUR,Uttar Pradesh,NORTH,SC28,SC28
228132,InActive,Active,InActive,InActive,Active,Active,KADIPUR,Uttar Pradesh,NORTH,SC28,SC28
228133,InActive,Active,InActive,InActive,Active,Active,LAMBHUA,Uttar Pradesh,NORTH,SC28,SC28
228141,InActive,Active,Active,Active,Active,Active,KUREBHAR,Uttar Pradesh,NORTH,SC28,SC28
228142,InActive,Active,Active,InActive,Active,Active,KUREBHAR Taluk,Uttar Pradesh,NORTH,SC28,SC28
228145,InActive,Active,InActive,Active,InActive,Active,KADIPUR,Uttar Pradesh,NORTH,SC28,SC28
228151,Active,Active,Active,InActive,Active,Active,KUREBHAR Taluk,Uttar Pradesh,NORTH,SC28,SC28
228155,InActive,Active,Active,Active,InActive,Active,SULTANPUR,Uttar Pradesh,NORTH,SC28,SC28
228159,InActive,Active,Active,InActive,InActive,Active,SULTANPUR,Uttar Pradesh,NORTH,SC28,SC28
228161,InActive,Active,InActive,InActive,InActive,Active,KADIPUR,Uttar Pradesh,NORTH,SC28,SC28
228171,InActive,Active,InActive,InActive,InActive,Active,KADIPUR,Uttar Pradesh,NORTH,SC28,SC28
228172,InActive,Active,InActive,InActive,InActive,Active,HARPUR,UTTAR PRADESH,NORTH,SC28,SC28
229001,Active,Active,InActive,Active,Active,Active,RAI BAREILY,Uttar Pradesh,NORTH,SC28,SC28
229010,Active,Active,InActive,Active,Active,Active,RAI BAREILY,Uttar Pradesh,NORTH,SC28,SC28
229103,Active,Active,Active,InActive,Active,Active,HAIDARGARH,Uttar Pradesh,NORTH,SC28,SC28
229120,Active,Active,InActive,Active,Active,Active,LALGANJ-RAEBARELI,Uttar Pradesh,NORTH,SC28,SC28
229121,Active,Active,InActive,InActive,Active,Active,LALGANJ-RAEBARELI,Uttar Pradesh,NORTH,SC28,SC28
229122,Active,Active,InActive,Active,Active,Active,LALGANJ-RAEBARELI,Uttar Pradesh,NORTH,SC28,SC28
229123,Active,Active,Active,InActive,Active,Active,BACHRARAWAN,Uttar Pradesh,NORTH,SC28,SC28
229124,Active,Active,InActive,Active,Active,Active,UNCHAHAR,Uttar Pradesh,NORTH,SC28,SC28
229125,Active,Active,InActive,InActive,Active,Active,RAI BAREILY,Uttar Pradesh,NORTH,SC28,SC28
229126,Active,Active,InActive,Active,Active,Active,TILOI,Uttar Pradesh,NORTH,SC28,SC28
229127,Active,Active,InActive,Active,Active,Active,UNCHAHAR,Uttar Pradesh,NORTH,SC28,SC28
229128,Active,Active,InActive,InActive,Active,Active,RAI BAREILY,Uttar Pradesh,NORTH,SC28,SC28
229129,Active,Active,InActive,Active,Active,Active,RAI BAREILY,Uttar Pradesh,NORTH,SC28,SC28
229130,Active,Active,InActive,InActive,Active,Active,RAI BAREILY,Uttar Pradesh,NORTH,SC28,SC28
229135,Active,Active,InActive,InActive,Active,Active,TILOI,Uttar Pradesh,NORTH,SC28,SC28
229201,Active,Active,InActive,InActive,Active,Active,LALGANJ-RAEBARELI,Uttar Pradesh,NORTH,SC28,SC28
229202,InActive,Active,InActive,InActive,Active,Active,LALGANJ-RAEBARELI,Uttar Pradesh,NORTH,SC28,SC28
229203,Active,Active,InActive,InActive,Active,Active,LALGANJ-RAEBARELI,Uttar Pradesh,NORTH,SC28,SC28
229204,Active,Active,Active,InActive,Active,Active,UNCHAHAR,Uttar Pradesh,NORTH,SC28,SC28
229205,Active,Active,InActive,InActive,Active,Active,LALGANJ-RAEBARELI,Uttar Pradesh,NORTH,SC28,SC28
229206,Active,Active,Not active/Embargo,Active,Active,Active,LALGANJ-RAEBARELI,Uttar Pradesh,NORTH,SC28,SC28
229207,Active,Active,InActive,Active,Active,Active,LALGANJ-RAEBARELI,Uttar Pradesh,NORTH,SC28,SC28
229208,Active,Active,InActive,InActive,Active,Active,LALGANJ-RAEBARELI,Uttar Pradesh,NORTH,SC28,SC28
229209,Active,Active,InActive,InActive,Active,Active,LALGANJ-RAEBARELI,Uttar Pradesh,NORTH,SC28,SC28
229210,InActive,Active,InActive,InActive,Active,Active,LALGANJ-RAEBARELI,Uttar Pradesh,NORTH,SC28,SC28
229211,Active,Active,InActive,InActive,Active,Active,LALGANJ-RAEBARELI,Uttar Pradesh,NORTH,SC28,SC28
229212,InActive,Active,InActive,InActive,Active,Active,LALGANJ-RAEBARELI,Uttar Pradesh,NORTH,SC28,SC28
229215,InActive,Active,InActive,InActive,Active,Active,LALGANJ-RAEBARELI,Uttar Pradesh,NORTH,SC28,SC28
229216,InActive,Active,InActive,InActive,Active,Active,LALGANJ-RAEBARELI,Uttar Pradesh,NORTH,SC28,SC28
229301,Active,Active,Active,Active,Active,Active,BACHRARAWAN,Uttar Pradesh,NORTH,SC28,SC28
229302,Active,Active,InActive,Active,Active,Active,RAI BAREILY,Uttar Pradesh,NORTH,SC28,SC28
229303,Active,Active,Active,Active,Active,Active,RAI BAREILY,Uttar Pradesh,NORTH,SC28,SC28
229304,Active,Active,InActive,Active,Active,Active,TILOI,Uttar Pradesh,NORTH,SC28,SC28
229305,Active,Active,InActive,Active,Active,Active,GAURIGANJ,Uttar Pradesh,NORTH,SC28,SC28
229306,Active,Active,InActive,Active,Active,Active,RAI BAREILY,Uttar Pradesh,NORTH,SC28,SC28
229307,Active,Active,InActive,Active,Active,Active,GAURIGANJ,Uttar Pradesh,NORTH,SC28,SC28
229308,Active,Active,InActive,InActive,Active,Active,HAIDARGARH,Uttar Pradesh,NORTH,SC28,SC28
229309,Active,Active,InActive,Active,Active,Active,TILOI Taluk,Uttar Pradesh,NORTH,SC28,SC28
229310,Active,Active,InActive,Active,Active,Active,RAI BAREILY,Uttar Pradesh,NORTH,SC28,SC28
229311,Active,Active,Active,InActive,Active,Active,BACHRARAWAN,Uttar Pradesh,NORTH,SC28,SC28
229316,Active,Active,InActive,Active,Active,Active,RAI BAREILY,Uttar Pradesh,NORTH,SC28,SC28
229401,Active,Active,Active,Active,Active,Active,UNCHAHAR,Uttar Pradesh,NORTH,SC28,SC28
229402,Active,Active,Active,Active,Active,Active,RAI BAREILY,Uttar Pradesh,NORTH,SC28,SC28
229404,Active,Active,Active,Active,Active,Active,UNCHAHAR,Uttar Pradesh,NORTH,SC28,SC28
229405,Active,Active,InActive,Active,Active,Active,RAI BAREILY,Uttar Pradesh,NORTH,SC28,SC28
229406,Active,Active,Active,Active,Active,Active,UNCHAHAR,Uttar Pradesh,NORTH,SC28,SC28
229408,InActive,Active,Active,InActive,Active,Active,UNCHAHAR,Uttar Pradesh,NORTH,SC28,SC28
229410,InActive,Active,Active,InActive,Active,Active,BARON,Uttar Pradesh,NORTH,SC28,SC28
229411,Active,Active,InActive,InActive,Active,Active,KUNDA,Uttar Pradesh,NORTH,SC28,SC28
229412,Active,Active,InActive,InActive,Active,Active,ALLAHABAD,Uttar Pradesh,NORTH,SC28,SC28
229413,Active,Active,Active,InActive,Active,Active,KUNDA,Uttar Pradesh,NORTH,SC28,SC28
229801,Active,Active,InActive,Active,Active,Active,TILOI,Uttar Pradesh,NORTH,SC28,SC28
229802,Active,Active,InActive,InActive,Active,Active,HAIDARGARH,Uttar Pradesh,NORTH,SC28,SC28
230001,InActive,Active,InActive,Active,Active,Active,BARON,Uttar Pradesh,NORTH,SC28,SC28
230002,InActive,Active,InActive,Active,Active,Active,BARON,Uttar Pradesh,NORTH,SC28,SC28
230121,InActive,Active,Active,InActive,InActive,Active,BADLAPUR,Uttar Pradesh,NORTH,SC28,SC28
230124,InActive,Active,Active,Active,InActive,Active,BADLAPUR,Uttar Pradesh,NORTH,SC28,SC28
230125,Active,Active,InActive,InActive,Active,Active,GAURIGANJ,Uttar Pradesh,NORTH,SC28,SC28
230126,InActive,Active,Active,InActive,Active,Active,BARON,Uttar Pradesh,NORTH,SC28,SC28
230127,InActive,Active,InActive,InActive,Active,Active,BASHIRPUR,Uttar Pradesh,NORTH,SC28,SC28
230128,InActive,Active,InActive,InActive,Active,Active,BARON,Uttar Pradesh,NORTH,SC28,SC28
230129,InActive,Active,InActive,InActive,Active,Active,BARON,Uttar Pradesh,NORTH,SC28,SC28
230130,InActive,Active,Active,InActive,Active,Active,BARON,Uttar Pradesh,NORTH,SC28,SC28
230131,InActive,Active,InActive,InActive,Active,Active,BARON,Uttar Pradesh,NORTH,SC28,SC28
230132,InActive,Active,Active,Active,Active,Active,BARON,Uttar Pradesh,NORTH,SC28,SC28
230133,InActive,Active,InActive,InActive,InActive,Active,BARON,UTTAR PRADESH,NORTH,SC28,SC28
230134,InActive,Active,Active,InActive,InActive,Active,BARON,Uttar Pradesh,NORTH,SC28,SC28
230135,InActive,Active,Active,Active,InActive,Active,LAMBHUA Taluk,Uttar Pradesh,NORTH,SC28,SC28
230136,InActive,Active,Active,Active,Active,Active,BARON,Uttar Pradesh,NORTH,SC28,SC28
230137,InActive,Active,Active,InActive,InActive,Active,BARON,Uttar Pradesh,NORTH,SC28,SC28
230138,InActive,Active,Active,InActive,InActive,Active,LAMBHUA Taluk,Uttar Pradesh,NORTH,SC28,SC28
230139,InActive,Active,InActive,InActive,Active,Active,BARON,Uttar Pradesh,NORTH,SC28,SC28
230141,InActive,Active,Active,InActive,Active,Active,UNCHAHAR,Uttar Pradesh,NORTH,SC28,SC28
230142,InActive,Active,InActive,InActive,InActive,Active,BARON,Uttar Pradesh,NORTH,SC28,SC28
230143,InActive,Active,Active,InActive,Active,Active,KUNDA Taluk,Uttar Pradesh,NORTH,SC28,SC28
230144,InActive,Active,InActive,InActive,InActive,Active,BARON,Uttar Pradesh,NORTH,SC28,SC28
230201,InActive,Active,InActive,InActive,Active,Active,KUNDA Taluk,Uttar Pradesh,NORTH,SC28,SC28
230202,InActive,Active,Active,InActive,Active,Active,KUNDA Taluk,Uttar Pradesh,NORTH,SC28,SC28
230204,InActive,Active,Active,InActive,Active,Active,KUNDA Taluk,Uttar Pradesh,NORTH,SC28,SC28
230301,InActive,Active,Active,Active,Active,Active,BARON,Uttar Pradesh,NORTH,SC28,SC28
230302,InActive,Active,Active,InActive,Active,Active,BASHIRPUR,Uttar Pradesh,NORTH,SC28,SC28
230304,InActive,Active,InActive,Active,Active,Active,BARON,Uttar Pradesh,NORTH,SC28,SC28
230306,InActive,Active,Active,InActive,Active,Active,BASHIRPUR,Uttar Pradesh,NORTH,SC28,SC28
230401,InActive,Active,InActive,InActive,InActive,Active,BASHIRPUR,Uttar Pradesh,NORTH,SC28,SC28
230402,InActive,Active,InActive,Active,Active,Active,BASHIRPUR,Uttar Pradesh,NORTH,SC28,SC28
230403,InActive,Active,InActive,Active,InActive,Active,BARON,Uttar Pradesh,NORTH,SC28,SC28
230404,InActive,Active,InActive,InActive,InActive,Active,BARON,Uttar Pradesh,NORTH,SC28,SC28
230405,InActive,Active,Active,InActive,InActive,Active,BARON,Uttar Pradesh,NORTH,SC28,SC28
230501,InActive,Active,Active,Active,InActive,Active,Antu,Uttar Pradesh,NORTH,SC28,SC28
230502,InActive,Active,Not active/Embargo,Active,InActive,Active,BARON,Uttar Pradesh,NORTH,SC28,SC28
230503,InActive,Active,InActive,Active,InActive,Active,Antu,Uttar Pradesh,NORTH,SC28,SC28
231001,InActive,Active,InActive,Active,Active,Active,MIRZAPUR,Uttar Pradesh,NORTH,SC28,SC28
231205,InActive,Active,Active,Active,InActive,Active,OBRA,Uttar Pradesh,NORTH,SC28,SC28
231206,InActive,Active,Active,Active,InActive,Active,ROBERTSGANJ,Uttar Pradesh,NORTH,SC28,SC28
231207,InActive,Active,Active,InActive,InActive,Active,OBRA,Uttar Pradesh,NORTH,SC28,SC28
231208,InActive,Active,InActive,Active,InActive,Active,DUDHINAGAR,Uttar Pradesh,NORTH,SC28,SC28
231209,InActive,Active,Active,InActive,InActive,Active,ROBERTSGANJ,Uttar Pradesh,NORTH,SC28,SC28
231210,InActive,Active,InActive,Active,InActive,Active,MARIHAN,Uttar Pradesh,NORTH,SC28,SC28
231211,InActive,Active,InActive,InActive,InActive,Active,KORAON Taluk,Uttar Pradesh,NORTH,SC28,SC28
231212,InActive,Active,InActive,InActive,InActive,Active,DUDHINAGAR,Uttar Pradesh,NORTH,SC28,SC28
231213,InActive,Active,InActive,Active,InActive,Active,ROBERTSGANJ,Uttar Pradesh,NORTH,SC28,SC28
231215,InActive,Active,Active,Active,InActive,Active,CHAKIA,Uttar Pradesh,NORTH,SC28,SC28
231216,InActive,Active,Active,Active,InActive,Active,ROBERTSGANJ,Uttar Pradesh,NORTH,SC28,SC28
231217,InActive,Active,Active,Active,InActive,Active,RENUKOOT,Uttar Pradesh,NORTH,SC28,SC28
231218,InActive,Active,Active,Active,InActive,Active,ANPARA,Uttar Pradesh,NORTH,SC28,SC28
231219,InActive,Active,Active,Active,InActive,Active,OBRA,Uttar Pradesh,NORTH,SC28,SC28
231220,InActive,Active,Active,Active,InActive,Active,ANPARA,Uttar Pradesh,NORTH,SC28,SC28
231221,InActive,Active,Active,Active,InActive,Active,RENUKOOT,Uttar Pradesh,NORTH,SC28,SC28
231222,InActive,Active,Active,Active,InActive,Active,ANPARA,Uttar Pradesh,NORTH,SC28,SC28
231223,InActive,Active,Active,Active,InActive,Active,BEEJPUR,Uttar Pradesh,NORTH,SC28,SC28
231224,InActive,Active,Active,InActive,InActive,Active,ANPARA,Uttar Pradesh,NORTH,SC28,SC28
231225,InActive,Active,Active,Active,InActive,Active,ANPARA,Uttar Pradesh,NORTH,SC28,SC28
231226,InActive,Active,InActive,InActive,InActive,Active,DUDHINAGAR Taluk,Uttar Pradesh,NORTH,SC28,SC28
231301,InActive,Active,InActive,Active,Active,Active,CHUNAR Taluk,Uttar Pradesh,NORTH,SC28,SC28
231302,InActive,Active,InActive,InActive,Active,Active,CHAKIA CENTRAL,Uttar Pradesh,NORTH,SC28,SC28
231303,InActive,Active,InActive,InActive,Active,Active,MIRZAPUR,Uttar Pradesh,NORTH,SC28,SC28
231304,InActive,Active,Active,Active,Active,Active,CHUNAR,Uttar Pradesh,NORTH,SC28,SC28
231305,InActive,Active,Not active/Embargo,Active,Active,Active,CHUNAR,Uttar Pradesh,NORTH,SC28,SC28
231306,InActive,Active,Active,Active,Active,Active,CHUNAR,Uttar Pradesh,NORTH,SC28,SC28
231307,InActive,Active,InActive,Active,Active,Active,MIRZAPUR,Uttar Pradesh,NORTH,SC28,SC28
231309,InActive,Active,InActive,InActive,InActive,Active,MARIHAN Taluk,Uttar Pradesh,NORTH,SC28,SC28
231311,InActive,Active,Active,InActive,Active,Active,CHUNAR Taluk,Uttar Pradesh,NORTH,SC28,SC28
231312,InActive,Active,InActive,InActive,Active,Active,MIRZAPUR,Uttar Pradesh,NORTH,SC28,SC28
231313,InActive,Active,InActive,InActive,InActive,Active,MEJA ROAD,Uttar Pradesh,NORTH,SC28,SC28
231314,InActive,Active,InActive,InActive,Active,Active,VARANASI,Uttar Pradesh,NORTH,SC28,SC28
231501,InActive,Active,InActive,Active,Active,Active,MIRZAPUR,Uttar Pradesh,NORTH,SC28,SC28
232101,Active,Active,InActive,Active,Active,Active,CHANDAULI,Uttar Pradesh,NORTH,SC28,SC28
232102,InActive,Active,InActive,InActive,Active,Active,CHANDAULI,Uttar Pradesh,NORTH,SC28,SC28
232103,InActive,Active,Not active/Embargo,InActive,Active,Active,CHAKIA CENTRAL,Uttar Pradesh,NORTH,SC28,SC28
232104,InActive,Active,InActive,Active,Active,Active,CHANDAULI,Uttar Pradesh,NORTH,SC28,SC28
232105,InActive,Active,InActive,InActive,Active,Active,ZAMANIA Taluk,Uttar Pradesh,NORTH,SC28,SC28
232106,InActive,Active,InActive,InActive,Active,Active,ZAMANIA Taluk,Uttar Pradesh,NORTH,SC28,SC28
232107,InActive,Active,InActive,InActive,Active,Active,ZAMANIA,Uttar Pradesh,NORTH,SC28,SC28
232108,InActive,Active,InActive,InActive,Active,Active,CHANDAULI,Uttar Pradesh,NORTH,SC28,SC28
232109,InActive,Active,InActive,InActive,Active,Active,CHANDAULI,Uttar Pradesh,NORTH,SC28,SC28
232110,InActive,Active,InActive,InActive,Active,Active,CHANDAULI,Uttar Pradesh,NORTH,SC28,SC28
232111,InActive,Active,InActive,InActive,InActive,Active,CHAKIA,Uttar Pradesh,NORTH,SC28,SC28
232114,InActive,Active,InActive,InActive,InActive,Active,VARANASI,Uttar Pradesh,NORTH,SC28,SC28
232115,InActive,Active,InActive,InActive,InActive,Active,CHANDAULI,Uttar Pradesh,NORTH,SC28,SC28
232118,InActive,Active,Not active/Embargo,InActive,Active,Active,CHAKIA CENTRAL,Uttar Pradesh,NORTH,SC28,SC28
232120,InActive,Active,InActive,InActive,Active,Active,CHANDAULI,Uttar Pradesh,NORTH,SC28,SC28
232325,InActive,Active,InActive,InActive,InActive,Active,ZAMANIA,Uttar Pradesh,NORTH,R394,R394
232326,InActive,Active,InActive,Active,InActive,Active,ZAMANIA,Uttar Pradesh,NORTH,R394,R394
232327,InActive,Active,InActive,InActive,InActive,Active,ZAMANIA,Uttar Pradesh,NORTH,R394,R394
232328,InActive,Active,InActive,InActive,InActive,Active,GHAZIPUR,Uttar Pradesh,NORTH,R394,R394
232329,InActive,Active,InActive,InActive,InActive,Active,ZAMANIA,Uttar Pradesh,NORTH,R394,R394
232330,InActive,Active,InActive,InActive,InActive,Active,ZAMANIA,Uttar Pradesh,NORTH,R394,R394
232331,InActive,Active,InActive,InActive,InActive,Active,ZAMANIA,Uttar Pradesh,NORTH,R394,R394
232332,InActive,Active,Active,InActive,InActive,Active,GHAZIPUR,Uttar Pradesh,NORTH,R394,R394
232333,InActive,Active,InActive,Active,InActive,Active,ZAMANIA,Uttar Pradesh,NORTH,R394,R394
232336,InActive,Active,InActive,InActive,InActive,Active,ZAMANIA,Uttar Pradesh,NORTH,SC28,SC28
232339,InActive,Active,InActive,InActive,InActive,Active,ZAMANIA,Uttar Pradesh,NORTH,R394,R394
232340,InActive,Active,InActive,InActive,InActive,Active,ZAMANIA,Uttar Pradesh,NORTH,R394,R394
232341,InActive,Active,InActive,InActive,InActive,Active,GHAZIPUR,UTTAR PRADESH,NORTH,SC28,SC28
233001,InActive,Active,Active,Active,InActive,Active,GHAZIPUR,Uttar Pradesh,NORTH,SC28,SC28
233002,InActive,Active,Active,InActive,InActive,Active,GHAZIPUR,Uttar Pradesh,NORTH,SC28,SC28
233221,InActive,Active,InActive,InActive,Active,Active,SAIDPUR,Uttar Pradesh,NORTH,SC28,SC28
233222,InActive,Active,InActive,InActive,InActive,Active,MUHAMMADABAD,Uttar Pradesh,NORTH,SC28,SC28
233223,InActive,Active,InActive,InActive,Active,Active,SAIDPUR,Uttar Pradesh,NORTH,SC28,SC28
233224,InActive,Active,Active,Active,InActive,Active,GHAZIPUR Taluk,Uttar Pradesh,NORTH,R394,R394
233225,InActive,Active,InActive,InActive,InActive,Active,MUHAMMADABAD,Uttar Pradesh,NORTH,SC28,SC28
233226,InActive,Active,InActive,Active,InActive,Active,MARDAH,Uttar Pradesh,NORTH,SC28,SC28
233227,InActive,Active,InActive,InActive,InActive,Active,MUHAMMADABAD,Uttar Pradesh,NORTH,SC28,SC28
233228,InActive,Active,InActive,Active,InActive,Active,MUHAMMADABAD,Uttar Pradesh,NORTH,SC28,SC28
233229,InActive,Active,InActive,InActive,InActive,Active,MUHAMMADABAD,Uttar Pradesh,NORTH,SC28,SC28
233230,InActive,Active,InActive,Active,InActive,Active,MARDAH,Uttar Pradesh,NORTH,R394,R394
233231,InActive,Active,InActive,InActive,InActive,Active,MUHAMMADABAD,Uttar Pradesh,NORTH,SC28,SC28
233232,InActive,Active,Active,Active,InActive,Active,GHAZIPUR Taluk,Uttar Pradesh,NORTH,R394,R394
233233,InActive,Active,InActive,InActive,InActive,Active,MUHAMMADABAD,Uttar Pradesh,NORTH,R394,R394
233234,InActive,Active,InActive,InActive,InActive,Active,GHAZIPUR,UTTAR PRADESH,NORTH,R394,R394
233300,InActive,Active,Active,Active,InActive,Active,MARDAH Taluk,Uttar Pradesh,NORTH,SC28,SC28
233301,InActive,Active,InActive,InActive,InActive,Active,MUHAMMADABAD,Uttar Pradesh,NORTH,SC28,SC28
233302,InActive,NSZ,Active,Active,InActive,Active,GHAZIPUR,Uttar Pradesh,NORTH,SC28,SC28
233303,InActive,Active,InActive,Active,InActive,Active,MUHAMMADABAD,Uttar Pradesh,NORTH,SC28,SC28
233304,InActive,Active,Not active/Embargo,Active,InActive,Active,SAIDPUR,Uttar Pradesh,NORTH,SC28,SC28
233305,InActive,Active,InActive,Active,InActive,Active,GHAZIPUR,Uttar Pradesh,NORTH,SC28,SC28
233306,InActive,NSZ,InActive,Active,InActive,Active,GHAZIPUR,Uttar Pradesh,NORTH,SC28,SC28
233307,InActive,Active,Not active/Embargo,InActive,InActive,Active,SAIDPUR,Uttar Pradesh,NORTH,SC28,SC28
233310,InActive,Active,Active,InActive,InActive,Active,MARDAH Taluk,Uttar Pradesh,NORTH,SC28,SC28
233311,InActive,NSZ,Active,InActive,InActive,Active,GHAZIPUR Taluk,Uttar Pradesh,NORTH,R394,R394
241001,InActive,Active,Active,Active,InActive,Active,HARDOI,Uttar Pradesh,NORTH,SC28,SC28
241121,InActive,Active,Active,InActive,InActive,Active,HARDOI,Uttar Pradesh,NORTH,SC28,SC28
241122,InActive,Active,Active,InActive,InActive,Active,HARDOI,Uttar Pradesh,NORTH,SC28,SC28
241123,InActive,Active,Active,InActive,InActive,Active,SHAHBAD-HARDOI,Uttar Pradesh,NORTH,SC28,SC28
241124,InActive,Active,Active,InActive,InActive,Active,SHAHBAD-HARDOI,Uttar Pradesh,NORTH,SC28,SC28
241125,InActive,Active,InActive,InActive,InActive,Active,SHAHBAD-HARDOI,Uttar Pradesh,NORTH,SC28,SC28
241126,InActive,Active,Active,InActive,InActive,Active,SANDILA,Uttar Pradesh,NORTH,SC28,SC28
241127,InActive,Active,Active,InActive,InActive,Active,SANDILA,Uttar Pradesh,NORTH,SC28,SC28
241201,InActive,Active,Active,InActive,Active,Active,SANDILA,Uttar Pradesh,NORTH,SC28,SC28
241202,InActive,Active,InActive,InActive,Active,Active,ITAUNJA ,Uttar Pradesh,NORTH,SC28,SC28
241203,Active,Active,InActive,InActive,Active,Active,SANDILA Taluk,Uttar Pradesh,NORTH,SC28,SC28
241204,Active,Active,Active,InActive,Active,Active,SANDILA,Uttar Pradesh,NORTH,SC28,SC28
241301,InActive,Active,Active,InActive,InActive,Active,BILGRAM,Uttar Pradesh,NORTH,SC28,SC28
241302,InActive,Active,Active,InActive,InActive,Active,BILGRAM,Uttar Pradesh,NORTH,SC28,SC28
241303,InActive,Active,Active,InActive,InActive,Active,BILGRAM,Uttar Pradesh,NORTH,SC28,SC28
241304,InActive,Active,InActive,InActive,InActive,Active,MISRIKAH,Uttar Pradesh,NORTH,SC28,SC28
241305,InActive,Active,Active,InActive,InActive,Active,SANDILA,Uttar Pradesh,NORTH,SC28,SC28
241401,InActive,Active,InActive,InActive,InActive,Active,HARDOI,Uttar Pradesh,NORTH,SC28,SC28
241402,InActive,Active,InActive,InActive,InActive,Active,BILGRAM,Uttar Pradesh,NORTH,SC28,SC28
241403,InActive,Active,InActive,InActive,InActive,Active,BILGRAM,Uttar Pradesh,NORTH,SC28,SC28
241404,InActive,Active,Active,InActive,InActive,Active,HARDOI,Uttar Pradesh,NORTH,SC28,SC28
241405,InActive,Active,Active,InActive,InActive,Active,HARDOI,Uttar Pradesh,NORTH,SC28,SC28
241406,InActive,Active,Active,InActive,InActive,Active,HARDOI,Uttar Pradesh,NORTH,SC28,SC28
241407,InActive,Active,InActive,InActive,InActive,Active,HARDOI,Uttar Pradesh,NORTH,SC28,SC28
242001,InActive,Active,Not active/Embargo,Active,InActive,Active,SHAHJAHANPUR,Uttar Pradesh,NORTH,SC28,SC28
242021,InActive,Active,InActive,Active,Active,Active,BABRALA,Uttar Pradesh,NORTH,SC28,SJ93
242042,InActive,Active,InActive,Active,InActive,Active,POWAYAN,Uttar Pradesh,NORTH,SC28,SC28
242123,InActive,Active,InActive,InActive,InActive,Active,PURANPUR,Uttar Pradesh,NORTH,SC28,SC28
242127,InActive,Active,Active,InActive,InActive,Active,JALALABAD-SHAHJAHANPUR,Uttar Pradesh,NORTH,SC28,SC28
242220,InActive,Active,Active,Active,InActive,Active,JALALABAD-SHAHJAHANPUR,Uttar Pradesh,NORTH,SC28,SC28
242221,InActive,Active,Active,Active,InActive,Active,JALALABAD-SHAHJAHANPUR,Uttar Pradesh,NORTH,SC28,SC28
242223,InActive,Active,Active,Active,InActive,Active,SHAHJAHANPUR,Uttar Pradesh,NORTH,SC28,SC28
242226,InActive,Active,InActive,InActive,InActive,Active,SHAHJAHANPUR,Uttar Pradesh,NORTH,SC28,SC28
242301,InActive,Active,Active,Active,Active,Active,TILHAR,Uttar Pradesh,NORTH,SC28,SC28
242303,InActive,Active,Active,InActive,Active,Active,DATAGANJ Taluk,Uttar Pradesh,NORTH,SC28,SC28
242305,Active,Active,Active,Active,Active,Active,TILHAR,Uttar Pradesh,NORTH,SC28,SC28
242306,InActive,Active,InActive,Active,InActive,Active,SHAHJAHANPUR,Uttar Pradesh,NORTH,SC28,SC28
242307,InActive,Active,Active,Active,Active,Active,TILHAR,Uttar Pradesh,NORTH,SC28,SC28
242401,InActive,Active,InActive,Active,InActive,Active,POWAYAN,Uttar Pradesh,NORTH,SC28,SC28
242405,InActive,Active,InActive,Active,InActive,Active,POWAYAN,Uttar Pradesh,NORTH,SC28,SC28
