Pincode,QWIK GNG.,Del Serv.,Shadowfax Serv.,Bluedart Serv,Qwik HD.,Del HD.,City,State,Zone,GNG P1,HD P1
799142,InActive,Active,InActive,InActive,InActive,Active,Santirbazar,Tripura,EAST,S597,S597
799143,InActive,Active,InActive,InActive,InActive,Active,Manu bazar,Tripura,EAST,S597,S597
799144,InActive,Active,InActive,InActive,InActive,Active,Santirbazar,Tripura,EAST,S597,S597
799145,InActive,Active,InActive,InActive,InActive,Active,Manu bazar,Tripura,EAST,S597,S597
799150,InActive,NSZ,InActive,InActive,InActive,NSZ,AGARTALA,Tripura,EAST,S597,S597
799153,InActive,NSZ,InActive,InActive,InActive,NSZ,Rajnagar,Tripura,EAST,S597,S597
799155,InActive,Active,InActive,InActive,InActive,Active,Santirbazar,Tripura,EAST,S597,S597
799156,InActive,Active,InActive,InActive,InActive,Active,Manu bazar,Tripura,EAST,S597,S597
799157,InActive,NSZ,InActive,InActive,InActive,NSZ,Rajnagar,Tripura,EAST,S597,S597
799201,InActive,Active,InActive,InActive,Active,Active,Khowai,Tripura,EAST,S597,S597
799202,InActive,Active,InActive,InActive,Active,Active,Khowai,Tripura,EAST,S597,S597
799203,Active,Active,InActive,InActive,Active,Active,Teliamura North,Tripura,EAST,S597,S597
799204,InActive,Active,InActive,Active,InActive,Active,AMBASSA,Tripura,EAST,S597,S597
799205,InActive,Active,InActive,InActive,Active,Active,TELIAMURA,Tripura,EAST,S597,S597
799207,InActive,Active,InActive,InActive,InActive,Active,Khowai,Tripura,EAST,S597,S597
799210,Active,Active,InActive,Active,Active,Active,Â Kamalghat,Tripura,EAST,S597,S597
799211,Active,Active,InActive,Active,Active,Active,AGARTALA,Tripura,EAST,S597,S597
799212,Active,NSZ,InActive,InActive,Active,InActive,AGARTALA,Tripura,EAST,S597,S597
799250,InActive,Active,InActive,Active,InActive,Active,DHARMANAGAR,Tripura,EAST,S597,S597
799251,InActive,Active,InActive,InActive,InActive,Active,DHARMANAGAR,Tripura,EAST,S597,S597
799253,InActive,Active,InActive,Active,InActive,Active,DHARMANAGAR,Tripura,EAST,S597,S597
799254,InActive,Active,InActive,Active,InActive,Active,DHARMANAGAR,Tripura,EAST,S597,S597
799256,InActive,NSZ,InActive,Active,InActive,InActive,Damchhara,Tripura,EAST,S597,S597
799260,InActive,Active,InActive,Active,InActive,Active,Panisagar,Tripura,EAST,S597,S597
799261,InActive,Active,InActive,Active,InActive,Active,DHARMANAGAR S,Tripura,EAST,S597,S597
799262,InActive,Active,InActive,InActive,InActive,Active,DHARMANAGAR S,Tripura,EAST,S597,S597
799263,InActive,Active,InActive,Active,InActive,Active,Kumarghat North,Tripura,EAST,S597,S597
799264,InActive,Active,InActive,Active,InActive,Active,KUMARGHAT,Tripura,EAST,S597,S597
799266,InActive,Active,InActive,InActive,InActive,Active,Kumarghat North,Tripura,EAST,S597,S597
799269,InActive,Active,InActive,InActive,InActive,Active,Jampuii hills,Tripura,EAST,S597,S597
799270,InActive,Active,InActive,Active,InActive,Active,KANCHANPUR,Tripura,EAST,S597,S597
799271,InActive,Active,InActive,InActive,InActive,Active,Dasda,Tripura,EAST,S597,S597
799273,InActive,NSZ,InActive,InActive,InActive,InActive,MANOGHAT,Tripura,EAST,S597,S597
799275,InActive,Active,InActive,InActive,InActive,Active,MANOGHAT,Tripura,EAST,S597,S597
799277,InActive,Active,InActive,Active,InActive,Active,KAILASHAHAR,Tripura,EAST,S597,S597
799278,InActive,Active,InActive,Active,InActive,Active,Aambasa,Tripura,EAST,S597,S597
799279,InActive,Active,InActive,Active,InActive,Active,KAILASHAHAR,Tripura,EAST,S597,S597
799280,InActive,Active,InActive,Active,InActive,Active,Kailashahar North,Tripura,EAST,S597,S597
799281,InActive,Active,InActive,Active,InActive,Active,AGARTALA,Tripura,EAST,S597,S597
799282,InActive,Active,InActive,Active,InActive,Active,AGARTALA,TRIPURA,EAST,S597,S597
799284,InActive,Active,InActive,InActive,InActive,Active,Dumburnagar,Tripura,EAST,S597,S597
799285,InActive,Active,InActive,InActive,InActive,Active,Kamalpur,Tripura,EAST,S597,S597
799286,InActive,Active,InActive,InActive,InActive,Active,Kamalpur,Tripura,EAST,S597,S597
799287,InActive,Active,InActive,Active,InActive,Active,Kamalpur,Tripura,EAST,S597,S597
799288,InActive,Active,InActive,InActive,InActive,Active,Kumarghat North,Tripura,EAST,S597,S597
799289,InActive,Active,InActive,Active,InActive,Active,AMBASSA,Tripura,EAST,S597,S597
799290,InActive,Active,Not active/Embargo,InActive,InActive,Active,KUMARGHAT,Tripura,EAST,S597,S597
800001,Active,Active,Not active/Embargo,Active,Active,Active,PATNA,Bihar,EAST,R394,R394
800002,Active,Active,Not active/Embargo,Active,Active,Active,PATNA,Bihar,EAST,R394,R394
800003,Active,Active,Not active/Embargo,Active,Active,Active,PATNA,Bihar,EAST,R394,R394
800004,Active,Active,Not active/Embargo,Active,Active,Active,PATNA,Bihar,EAST,R394,R394
800005,Active,Active,Not active/Embargo,Active,Active,Active,PATNA,Bihar,EAST,R394,R394
800006,Active,Active,Not active/Embargo,Active,Active,Active,PATNA,Bihar,EAST,R394,R394
800007,Active,Active,Active,Active,Active,Active,PATNA,Bihar,EAST,R394,R394
800008,Active,Active,Active,Active,Active,Active,PATNA,Bihar,EAST,R394,R394
800009,Active,Active,Not active/Embargo,Active,Active,Active,PATNA,Bihar,EAST,R394,R394
800010,Active,Active,Active,Active,Active,Active,PATNA,Bihar,EAST,R394,R394
800011,Active,Active,Not active/Embargo,Active,Active,Active,PATNA,Bihar,EAST,R394,R394
800012,Active,Active,Not active/Embargo,Active,Active,Active,PATNA,Bihar,EAST,R394,R394
800013,Active,Active,Active,Active,Active,Active,PATNA,Bihar,EAST,R394,R394
800014,Active,NSZ,Active,Active,Active,Active,PATNA,Bihar,EAST,R394,R394
800015,Active,Active,Not active/Embargo,Active,Active,Active,PATNA,Bihar,EAST,R394,R394
800016,Active,Active,Not active/Embargo,Active,Active,Active,PATNA,Bihar,EAST,R394,R394
800017,Active,Active,Not active/Embargo,Active,Active,Active,PATNA,Bihar,EAST,R394,R394
800018,Active,Active,Not active/Embargo,Active,Active,Active,PATNA,Bihar,EAST,R394,R394
800019,Active,Active,Not active/Embargo,Active,Active,Active,PATNA,Bihar,EAST,R394,R394
800020,Active,Active,Not active/Embargo,Active,Active,Active,PATNA,Bihar,EAST,R394,R394
800021,Active,Active,Not active/Embargo,Active,Active,Active,PATNA,Bihar,EAST,R394,R394
800022,Active,Active,Not active/Embargo,Active,Active,Active,PATNA,Bihar,EAST,R394,R394
800023,Active,Active,Active,Active,Active,Active,PATNA,Bihar,EAST,R394,R394
800024,Active,Active,Active,Active,Active,Active,PATNA,Bihar,EAST,R394,R394
800025,Active,Active,Active,Active,Active,Active,PATNA,Bihar,EAST,R394,R394
800026,Active,Active,Not active/Embargo,Active,Active,Active,PATNA,Bihar,EAST,R394,R394
800027,Active,Active,Not active/Embargo,Active,Active,Active,PATNA,Bihar,EAST,R394,R394
800028,Active,Active,Not active/Embargo,Active,Active,Active,PATNA,Bihar,EAST,R394,R394
800029,Active,Active,Not active/Embargo,InActive,Active,Active,PATNA,Bihar,EAST,R394,R394
800030,Active,Active,Not active/Embargo,Active,Active,Active,PATNA,BIHAR,EAST,R394,R394
801102,Active,Active,InActive,Active,Active,Active,PALIGANJ,Bihar,EAST,R394,R394
801103,Active,Active,Active,Active,Active,NSZ,BIHTA,Bihar,EAST,R394,R394
801104,Active,Active,Active,Active,Active,Active,BIHTA,Bihar,EAST,R394,R394
801105,Active,Active,Not active/Embargo,Active,Active,NSZ,NEORA,Bihar,EAST,R394,R394
801106,InActive,Active,Active,Active,InActive,Active,PATNA,BIHAR,EAST,R394,R394
801108,Active,Active,Active,Active,Active,Active,BIHTA,Bihar,EAST,R394,R394
801109,Active,Active,InActive,Active,Active,Active,NEORA,Bihar,EAST,R394,R394
801110,InActive,Active,Not active/Embargo,Active,Active,Active,PALIGANJ,Bihar,EAST,R394,R394
801111,Active,Active,Active,Active,Active,Active,BIHTA,Bihar,EAST,R394,R394
801112,Active,Active,Active,Active,Active,Active,BIHTA,Bihar,EAST,R394,R394
801113,Active,Active,InActive,Active,Active,Active,NEORA,Bihar,EAST,R394,R394
801301,Active,Active,InActive,InActive,Active,Active,HILSA Taluk,Bihar,EAST,R394,R394
801302,Active,Active,InActive,Active,Active,Active,HILSA Taluk,Bihar,EAST,R394,R394
801303,Active,Active,Active,InActive,Active,Active,HULASGANJ,Bihar,EAST,R394,R394
801304,InActive,Active,InActive,Active,InActive,Active,HILSA,Bihar,EAST,R394,R394
801305,InActive,Active,InActive,InActive,InActive,Active,CHANDI,Bihar,EAST,R394,R394
801306,Active,Active,Active,Active,Active,Active,HILSA Taluk,Bihar,EAST,R394,R394
801307,Active,Active,InActive,InActive,Active,Active,CHANDI,Bihar,EAST,R394,R394
801501,Active,Active,InActive,Active,Active,Active,NEORA,Bihar,EAST,R394,R394
801503,Active,Active,Not active/Embargo,Active,Active,Active,PATNA,Bihar,EAST,R394,R394
801505,Active,Active,Not active/Embargo,Active,Active,Active,PATNA,Bihar,EAST,R394,R394
801506,Active,NSZ,Not active/Embargo,Active,Active,Active,PATNA,Bihar,EAST,R394,R394
801507,Active,Active,Not active/Embargo,Active,Active,Active,NEORA,Bihar,EAST,R394,R394
802101,InActive,Active,Active,Active,InActive,NSZ,BUXAR,Bihar,EAST,R394,R394
802102,InActive,Active,Active,Active,InActive,NSZ,BUXAR,Bihar,EAST,R394,R394
802103,InActive,NSZ,Active,Active,InActive,NSZ,BUXAR,Bihar,EAST,R394,R394
802111,InActive,Active,InActive,Active,InActive,Active,DUMRAON,Bihar,EAST,R394,R394
802112,InActive,Active,InActive,Active,InActive,NSZ,BIHIA,Bihar,EAST,R394,R394
802113,InActive,Active,InActive,Active,InActive,Active,DUMRAON Taluk,Bihar,EAST,R394,R394
802114,InActive,Active,Active,InActive,InActive,Active,BUXAR,Bihar,EAST,R394,R394
802115,InActive,Active,InActive,InActive,InActive,Active,JAGDISHPUR,Bihar,EAST,R394,R394
802116,InActive,Active,Active,Active,InActive,NSZ,BUXAR,Bihar,EAST,R394,R394
802117,InActive,NSZ,InActive,Active,InActive,NSZ,DINARA Taluk,Bihar,EAST,R394,R394
802118,InActive,Active,InActive,Active,InActive,Active,DUMRAON,Bihar,EAST,R394,R394
802119,InActive,NSZ,InActive,Active,InActive,NSZ,DUMRAON,Bihar,EAST,R394,R394
802120,InActive,Active,InActive,Active,InActive,Active,DUMRAON,Bihar,EAST,R394,R394
802122,InActive,Active,InActive,Active,InActive,Active,DINARA,Bihar,EAST,R394,R394
802123,InActive,Active,InActive,Active,InActive,NSZ,BUXAR,Bihar,EAST,R394,R394
802125,InActive,Active,InActive,Active,InActive,NSZ,DUMRAON,Bihar,EAST,R394,R394
802126,InActive,Active,InActive,Active,InActive,Active,DUMRAON,Bihar,EAST,R394,R394
802127,InActive,Active,InActive,InActive,InActive,Active,DUMRAON,Bihar,EAST,R394,R394
802128,InActive,Active,InActive,InActive,InActive,Active,DINARA,Bihar,EAST,R394,R394
802129,InActive,Active,InActive,InActive,InActive,NSZ,DUMRAON,Bihar,EAST,R394,R394
802130,InActive,Active,InActive,Active,InActive,NSZ,DUMRAON Taluk,Bihar,EAST,R394,R394
802131,InActive,Active,InActive,InActive,InActive,Active,DUMRAON Taluk,Bihar,EAST,R394,R394
802132,InActive,Active,InActive,InActive,InActive,Active,BHABUA Taluk,Bihar,EAST,R394,R394
802133,InActive,Active,InActive,Active,InActive,Active,DUMRAON,Bihar,EAST,R394,R394
802134,InActive,Active,InActive,Active,InActive,NSZ,DUMRAON,Bihar,EAST,R394,R394
802135,InActive,Active,InActive,Active,InActive,Active,DUMRAON,Bihar,EAST,R394,R394
802136,InActive,Active,InActive,Active,InActive,Active,DUMRAON,Bihar,EAST,R394,R394
802152,InActive,Active,InActive,Active,InActive,NSZ,BIHIA,Bihar,EAST,R394,R394
802154,InActive,Active,InActive,Active,InActive,NSZ,BIHIA,Bihar,EAST,R394,R394
802155,InActive,Active,InActive,InActive,InActive,NSZ,JAGDISHPUR Taluk,Bihar,EAST,R394,R394
802156,InActive,Active,Not active/Embargo,Active,Active,Active,Jagdishpur Arrah,Bihar,EAST,R394,R394
802157,InActive,Active,Active,Active,Active,NSZ,ARRAH,Bihar,EAST,R394,R394
802158,InActive,Active,InActive,Active,InActive,NSZ,JAGDISHPUR,Bihar,EAST,R394,R394
802159,InActive,Active,InActive,Active,InActive,Active,JAGDISHPUR,Bihar,EAST,R394,R394
802160,Active,NSZ,Active,Active,Active,Active,BIHTA Taluk,Bihar,EAST,R394,R394
802161,Active,Active,Active,Active,Active,Active,Jagdishpur Arrah,Bihar,EAST,R394,R394
802162,InActive,Active,InActive,Active,InActive,NSZ,JAGDISHPUR,Bihar,EAST,R394,R394
802163,Active,NSZ,InActive,Active,Active,Active,Babhangawan,Bihar,EAST,R394,R394
802164,InActive,Active,InActive,InActive,Active,Active,Jagdishpur Arrah,Bihar,EAST,R394,R394
802165,InActive,Active,Not active/Embargo,Active,InActive,NSZ,BIHIA,Bihar,EAST,R394,R394
802166,InActive,Active,InActive,Active,InActive,NSZ,BIHIA Taluk,Bihar,EAST,R394,R394
802183,InActive,Active,InActive,Active,InActive,NSZ,BIHIA,Bihar,EAST,R394,R394
802201,InActive,Active,Not active/Embargo,Active,InActive,Active,Jagdishpur Arrah,Bihar,EAST,R394,R394
802202,InActive,Active,InActive,Active,InActive,Active,BIKRAMGANJ Taluk,Bihar,EAST,R394,R394
802203,InActive,Active,Active,Active,InActive,Active,Jagdishpur Arrah,Bihar,EAST,R394,R394
802204,InActive,Active,Active,Active,InActive,Active,BIKRAMGANJ Taluk,Bihar,EAST,R394,R394
802205,InActive,Active,Active,Active,Active,Active,BIKRAMGANJ,Bihar,EAST,R394,R394
802206,InActive,Active,Not active/Embargo,Active,InActive,Active,Jagdishpur Arrah,Bihar,EAST,R394,R394
802207,InActive,NSZ,Active,Active,InActive,NSZ,JAGDISHPUR,Bihar,EAST,R394,R394
802208,InActive,Active,Not active/Embargo,InActive,InActive,Active,ARWAL,Bihar,EAST,R394,R394
802209,InActive,Active,InActive,Active,Active,Active,BIKRAMGANJ,Bihar,EAST,R394,R394
802210,InActive,Active,Not active/Embargo,Active,Active,Active,ARRAH,Bihar,EAST,R394,R394
802211,InActive,Active,InActive,Active,InActive,NSZ,DINARA,Bihar,EAST,R394,R394
802212,Active,Active,Active,Active,Active,Active,BIKRAMGANJ,Bihar,EAST,R394,R394
802213,InActive,NSZ,InActive,Active,InActive,NSZ,DINARA,Bihar,EAST,R394,R394
802214,InActive,Active,InActive,Active,Active,Active,BIKRAMGANJ,Bihar,EAST,R394,R394
802215,Active,Active,InActive,Active,Active,Active,DINARA,Bihar,EAST,R394,R394
802216,InActive,Active,InActive,Active,InActive,NSZ,BIKRAMGANJ,Bihar,EAST,R394,R394
802217,InActive,NSZ,InActive,Active,Active,NSZ,SASARAM Taluk,Bihar,EAST,R394,R394
802218,InActive,NSZ,InActive,Active,InActive,NSZ,DINARA,Bihar,EAST,R394,R394
802219,InActive,NSZ,InActive,Active,Active,NSZ,DEHRI,Bihar,EAST,R394,R394
802220,Active,Active,Active,Active,Active,Active,BIKRAMGANJ,Bihar,EAST,R394,R394
802221,InActive,Active,Active,Active,InActive,Active,BIKRAMGANJ,Bihar,EAST,R394,R394
802222,InActive,NSZ,InActive,InActive,InActive,NSZ,BIKRAMGANJ,Bihar,EAST,R394,R394
802223,InActive,Active,InActive,Active,InActive,Active,JAGDISHPUR Taluk,Bihar,EAST,R394,R394
802226,InActive,Active,Active,Active,InActive,Active,BIKRAMGANJ,Bihar,EAST,R394,R394
802301,InActive,Active,Active,Active,Active,Active,ARRAH,Bihar,EAST,R394,R394
802302,InActive,Active,Not active/Embargo,Active,Active,Active,ARRAH,Bihar,EAST,R394,R394
802311,InActive,Active,Active,Active,Active,Active,ARRAH,Bihar,EAST,R394,R394
802312,InActive,Active,Not active/Embargo,Active,Active,Active,ARRAH,Bihar,EAST,R394,R394
802313,InActive,Active,Active,InActive,Active,Active,Jagdishpur Arrah,Bihar,EAST,R394,R394
802314,InActive,NSZ,Active,Active,Active,Active,ARRAH,Bihar,EAST,R394,R394
802316,InActive,Active,InActive,Active,InActive,Active,Jagdishpur Arrah,Bihar,EAST,R394,R394
802351,InActive,Active,Not active/Embargo,Active,InActive,NSZ,BIHIA,Bihar,EAST,R394,R394
802352,InActive,Active,Not active/Embargo,Active,Active,Active,Jagdishpur Arrah,Bihar,EAST,R394,R394
803101,InActive,Active,Not active/Embargo,Active,InActive,Active,BIHAR SARIFF,Bihar,EAST,R394,R394
803107,InActive,NSZ,InActive,InActive,Active,NSZ,BIHAR SARIFF,Bihar,EAST,R394,R394
803108,Active,Active,InActive,Active,Active,Active,CHANDI,Bihar,EAST,R394,R394
803109,InActive,Active,InActive,InActive,Active,Active,RAJGIR,Bihar,EAST,R394,R394
803110,InActive,Active,InActive,Active,Active,Active,CHANDI,Bihar,EAST,R394,R394
803111,InActive,Active,Active,Active,InActive,Active,BIHAR SARIFF,Bihar,EAST,R394,R394
803113,Active,Active,InActive,Active,Active,Active,CHANDI,Bihar,EAST,R394,R394
803114,InActive,Active,Active,Active,Active,Active,BIHAR SARIFF,Bihar,EAST,R394,R394
803115,InActive,Active,Active,Active,InActive,Active,BIHAR SARIFF,Bihar,EAST,R394,R394
803116,InActive,Active,InActive,Active,Active,Active,RAJGIR,Bihar,EAST,R394,R394
803117,InActive,Active,InActive,Active,Active,Active,RAJGIR,Bihar,EAST,R394,R394
803118,InActive,Active,Active,Active,InActive,Active,BIHAR SARIFF,Bihar,EAST,R394,R394
803119,InActive,Active,Active,InActive,InActive,Active,BIHAR SARIFF,Bihar,EAST,R394,R394
803120,Active,Active,InActive,InActive,Active,Active,CHANDI,Bihar,EAST,R394,R394
803121,InActive,Active,InActive,Active,Active,Active,RAJGIR,Bihar,EAST,R394,R394
803201,Active,Active,Active,Active,Active,Active,PATNA,Bihar,EAST,R394,R394
803202,Active,Active,InActive,Active,Active,Active,PATNA,Bihar,EAST,R394,R394
803203,InActive,Active,InActive,Active,InActive,Active,PATNA,Bihar,EAST,R394,R394
803211,Active,Active,Active,Active,Active,Active,BARH,Bihar,EAST,R394,R394
803212,Active,Active,InActive,Active,Active,Active,BARH,Bihar,EAST,R394,R394
803213,Active,Active,Active,Active,Active,Active,BARH Taluk,Bihar,EAST,R394,R394
803214,Active,Active,Active,Active,Active,Active,BARH,Bihar,EAST,R394,R394
803215,Active,Active,Active,Active,Active,Active,BARH Taluk,Bihar,EAST,R394,R394
803216,InActive,Active,Active,InActive,InActive,Active,BIHAR SARIFF,Bihar,EAST,R394,R394
803221,Active,Active,InActive,Active,Active,Active,BARH,Bihar,EAST,R394,R394
803301,Active,Active,InActive,Active,Active,Active,MOKAMA,Bihar,EAST,R394,R394
803302,Active,Active,InActive,Active,Active,Active,MOKAMA,Bihar,EAST,R394,R394
803303,Active,Active,InActive,Active,Active,Active,MOKAMA,Bihar,EAST,R394,R394
803306,Active,Active,InActive,Active,Active,Active,MOKAMA,Bihar,EAST,R394,R394
803307,Active,Active,InActive,Active,Active,Active,BARH,Bihar,EAST,R394,R394
804401,InActive,Active,Not active/Embargo,Active,InActive,Active,ARWAL,Bihar,EAST,R394,R394
804402,InActive,Active,Not active/Embargo,Active,InActive,Active,ARWAL,Bihar,EAST,R394,R394
804403,Active,Active,InActive,InActive,Active,Active,GAYA,Bihar,EAST,R394,R394
804404,Active,Active,InActive,Active,Active,Active,Jahanabad,Bihar,EAST,R394,R394
804405,Active,Active,InActive,InActive,Active,Active,HULASGANJ,Bihar,EAST,R394,R394
804406,Active,Active,InActive,Active,Active,NSZ,HULASGANJ,Bihar,EAST,R394,R394
804407,Active,Active,Active,InActive,Active,Active,HULASGANJ,Bihar,EAST,R394,R394
804408,Active,Active,Active,Active,Active,NSZ,JEHANABAD,Bihar,EAST,R394,R394
804417,InActive,Active,Active,Active,Active,NSZ,JEHANABAD,Bihar,EAST,R394,R394
804418,Active,Active,Active,Active,Active,NSZ,JEHANABAD,Bihar,EAST,R394,R394
804419,InActive,Active,Not active/Embargo,Active,InActive,Active,ARWAL,Bihar,EAST,R394,R394
804420,Active,Active,Active,Active,Active,NSZ,HULASGANJ,Bihar,EAST,R394,R394
804421,Active,Active,Active,InActive,Active,Active,TEKARI,Bihar,EAST,R394,R394
804422,Active,Active,Active,Active,Active,Active,JEHANABAD,Bihar,EAST,R394,R394
804423,InActive,Active,Active,Active,Active,NSZ,PALIGANJ Taluk,Bihar,EAST,R394,R394
804424,Active,Active,InActive,Active,Active,Active,JEHANABAD,Bihar,EAST,R394,R394
804425,Active,Active,Active,Active,Active,NSZ,JEHANABAD,Bihar,EAST,R394,R394
804426,InActive,Active,Not active/Embargo,Active,Active,Active,ARWAL,Bihar,EAST,R394,R394
804427,Active,Active,Active,Active,Active,Active,JEHANABAD,Bihar,EAST,R394,R394
804428,InActive,Active,Not active/Embargo,InActive,Active,Active,ARWAL,Bihar,EAST,R394,R394
804429,Active,Active,InActive,Active,Active,NSZ,Dharaut,Bihar,EAST,R394,R394
804430,InActive,Active,Not active/Embargo,Active,Active,Active,DAUDNAGAR,Bihar,EAST,R394,R394
804432,InActive,Active,InActive,Active,InActive,NSZ,HULASGANJ Taluk,Bihar,EAST,R394,R394
804434,Active,Active,Active,Active,Active,NSZ,HULASGANJ,Bihar,EAST,R394,R394
804435,Active,Active,InActive,InActive,Active,Active,TEKARI,Bihar,EAST,R394,R394
804451,Active,Active,InActive,Active,Active,Active,MASHAURHI,Bihar,EAST,R394,R394
804452,Active,Active,InActive,Active,Active,Active,MASHAURHI,Bihar,EAST,R394,R394
804453,Active,Active,InActive,Active,Active,Active,MASHAURHI,Bihar,EAST,R394,R394
804454,InActive,Active,InActive,Active,InActive,Active,MASHAURHI,Bihar,EAST,R394,R394
805101,InActive,Active,Active,InActive,InActive,Active,NAWADA,Bihar,EAST,R394,R394
805102,InActive,Active,InActive,Active,InActive,Active,RAJAULI Taluk,Bihar,EAST,R394,R394
805103,Active,Active,Active,Active,Active,NSZ,NAWADA,Bihar,EAST,R394,R394
805104,InActive,Active,Active,Active,Active,NSZ,NAWADA,Bihar,EAST,R394,R394
805105,InActive,Active,InActive,InActive,InActive,Active,RAJGIR,Bihar,EAST,R394,R394
805106,InActive,Active,Active,Active,InActive,Active,NAWADA,Bihar,EAST,R394,R394
805107,InActive,Active,InActive,Active,InActive,Active,Dhamaul,Bihar,EAST,R394,R394
805108,InActive,Active,InActive,Active,Active,Active,SHEIKHPURA,Bihar,EAST,R394,R394
805109,InActive,Active,InActive,Active,Active,Active,RAJGIR,Bihar,EAST,R394,R394
805110,InActive,NSZ,Active,Active,Active,NSZ,NAWADA,Bihar,EAST,R394,R394
805111,InActive,Active,Active,Active,Active,NSZ,NAWADA,Bihar,EAST,R394,R394
805112,InActive,Active,InActive,Active,Active,Active,Dhamaul,Bihar,EAST,R394,R394
805113,InActive,Active,InActive,Active,Active,InActive,NAWADA,BIHAR,EAST,R394,R394
805114,InActive,InActive,InActive,InActive,Active,InActive,Khanawan,BIHAR,EAST,R394,R394
805121,InActive,Active,Active,Active,InActive,Active,Dhamaul,Bihar,EAST,R394,R394
805122,InActive,Active,Not active/Embargo,Active,Active,Active,RAJAULI,Bihar,EAST,R394,R394
805123,InActive,Active,Active,Active,Active,NSZ,NAWADA,Bihar,EAST,R394,R394
805124,InActive,Active,Active,Active,InActive,Active,NAWADA,Bihar,EAST,R394,R394
805125,InActive,Active,Not active/Embargo,Active,InActive,Active,RAJAULI,Bihar,EAST,R394,R394
805126,InActive,Active,Active,Active,Active,Active,RAJAULI,Bihar,EAST,R394,R394
805127,InActive,Active,Active,Active,Active,Active,RAJAULI,Bihar,EAST,R394,R394
805128,Active,Active,Active,InActive,Active,Active,WAZIRGANJ - WZG,Bihar,EAST,R394,R394
805129,Active,Active,Active,Active,Active,Active,WAZIRGANJ - WZG,Bihar,EAST,R394,R394
805130,InActive,Active,InActive,Active,InActive,Active,NAWADA,Bihar,EAST,R394,R394
805131,Active,Active,Active,Active,Active,Active,WAZIRGANJ - WZG,Bihar,EAST,R394,R394
805132,InActive,Active,Active,Active,InActive,Active,NAWADA,Jharkhand,EAST,R278,"R278,SLW9"
805133,InActive,Active,InActive,Active,Active,Active,RAJGIR,Bihar,EAST,R394,R394
805135,Active,Active,InActive,InActive,Active,Active,RAJGIR Taluk,Bihar,EAST,R394,R394
805141,InActive,Active,InActive,Active,InActive,Active,Dhamaul,Bihar,EAST,R394,R394
805236,InActive,Active,InActive,Active,Active,Active,GAYA,Bihar,EAST,R394,R394
811101,Active,Active,InActive,Active,Active,Active,SHEIKHPURA,Bihar,EAST,R394,R394
811102,InActive,Active,Active,Active,Active,Active,SHEIKHPURA,Bihar,EAST,R394,R394
811103,InActive,Active,InActive,Active,Active,Active,SHEIKHPURA,Bihar,EAST,R394,R394
811104,Active,Active,InActive,Active,Active,Active,MOKAMA Taluk,Bihar,EAST,R394,R394
811105,InActive,Active,Active,Active,Active,Active,SHEIKHPURA,Bihar,EAST,R394,R394
811106,InActive,Active,InActive,Active,Active,Active,LAKHISARAI,Bihar,EAST,R394,R394
811107,InActive,NSZ,InActive,Active,Active,NSZ,Sirari,Bihar,EAST,R394,R394
811112,InActive,Active,InActive,Active,Active,Active,MUNGER,Bihar,EAST,R394,R394
811201,InActive,Active,Not active/Embargo,Active,Active,Active,MUNGER,Bihar,EAST,R394,R394
811202,InActive,Active,Not active/Embargo,Active,Active,Active,MUNGER,Bihar,EAST,R394,R394
811211,InActive,Active,Not active/Embargo,Active,Active,Active,MUNGER,Bihar,EAST,R394,R394
811212,InActive,Active,InActive,Active,Active,Active,MUNGER,Bihar,EAST,R394,R394
811213,InActive,Active,InActive,Active,Active,Active,AMAIYA,Bihar,EAST,R394,R394
811214,InActive,NSZ,Not active/Embargo,Active,Active,NSZ,MUNGER,Bihar,EAST,R394,R394
811301,InActive,Active,InActive,InActive,InActive,Active,SIKANDRA,Bihar,EAST,R394,R394
811302,Active,Active,Active,Active,Active,Active,LAKHISARAI,Bihar,EAST,R394,R394
811303,Active,Active,InActive,InActive,Active,Active,CHAKAI,Bihar,EAST,R278,"R278,SLW9"
811304,InActive,NSZ,Active,Active,Active,NSZ,SHEIKHPURA,Bihar,EAST,R394,R394
811305,InActive,NSZ,InActive,Active,InActive,NSZ,JHAJHA,Bihar,EAST,R394,R394
811307,InActive,Active,InActive,Active,Active,Active,JAMUI,Bihar,EAST,R394,R394
811308,InActive,NSZ,Active,Active,Active,NSZ,JHAJHA,Bihar,EAST,R278,"R278,SLW9"
811309,InActive,Active,InActive,Active,Active,Active,LAKHISARAI,Bihar,EAST,R394,R394
811310,InActive,Active,Active,Active,Active,Active,LAKHISARAI,Bihar,EAST,R394,R394
811311,Active,Active,Active,Active,Active,Active,LAKHISARAI,Bihar,EAST,R394,R394
811312,InActive,NSZ,Not active/Embargo,Active,InActive,InActive,Chakar,Bihar,EAST,R394,R394
811313,InActive,Active,InActive,Active,Active,Active,JAMUI,Bihar,EAST,R394,R394
811314,InActive,NSZ,Active,InActive,InActive,NSZ,JHAJHA,Bihar,EAST,R394,R394
811315,InActive,Active,InActive,Active,Active,Active,SIKANDRA,Bihar,EAST,R394,R394
811316,Active,NSZ,InActive,InActive,Active,InActive,CHAKAI,Bihar,EAST,R278,"R278,SLW9"
811317,InActive,Active,InActive,Active,InActive,Active,JAMUI,Bihar,EAST,R394,R394
812001,Active,Active,Not active/Embargo,Active,Active,NSZ,BHAGALPUR,Bihar,EAST,R394,R394
